characters,fa_length,fa_list
K01006,21,"['T00122', 'T00398', 'T00964', 'T00984', 'T01461', 'T01485', 'T02133', 'T02545', 'T03970', 'T04182', 'T04453', 'T05095', 'T05143', 'T06085', 'T06252', 'T06523', 'T06719', 'T07941', 'T07943', 'T08069', 'T08666']"
K09791,15,"['T00398', 'T00447', 'T00925', 'T02545', 'T03770', 'T04481', 'T04721', 'T05201', 'T05738', 'T06085', 'T06554', 'T06794', 'T07267', 'T07354', 'T08201']"
K06916,15,"['T00398', 'T00447', 'T00701', 'T00925', 'T02545', 'T03770', 'T04481', 'T04721', 'T05201', 'T05738', 'T05843', 'T06085', 'T06554', 'T06794', 'T08201']"
K03169,29,"['T00122', 'T00398', 'T00577', 'T00925', 'T00964', 'T00984', 'T01461', 'T01485', 'T02133', 'T03496', 'T03770', 'T03970', 'T04182', 'T04453', 'T04481', 'T04721', 'T05095', 'T05201', 'T05738', 'T06252', 'T06523', 'T06554', 'T06584', 'T06719', 'T07941', 'T07943', 'T08069', 'T08201', 'T08666']"
K00651,19,"['T00122', 'T00964', 'T00984', 'T01461', 'T01842', 'T02505', 'T03496', 'T03770', 'T04182', 'T04222', 'T05095', 'T05143', 'T06085', 'T06523', 'T06719', 'T07941', 'T07943', 'T08069', 'T08666']"
K09157,18,"['T00964', 'T00984', 'T01461', 'T01842', 'T02505', 'T03496', 'T04115', 'T04182', 'T04222', 'T04453', 'T05095', 'T05143', 'T06719', 'T07267', 'T07354', 'T07943', 'T08069', 'T08666']"
K07390,8,"['T00398', 'T00925', 'T03770', 'T04481', 'T04721', 'T05738', 'T06085', 'T06554']"
K01061,12,"['T00398', 'T00447', 'T00701', 'T00925', 'T02545', 'T04115', 'T04481', 'T04721', 'T05201', 'T05738', 'T06554', 'T06794']"
K03976,35,"['T00122', 'T00447', 'T00577', 'T00701', 'T00964', 'T00984', 'T01461', 'T01842', 'T01954', 'T02133', 'T02505', 'T02545', 'T03496', 'T03770', 'T03970', 'T04115', 'T04182', 'T04222', 'T04453', 'T05095', 'T05143', 'T05201', 'T05843', 'T06252', 'T06523', 'T06554', 'T06584', 'T06719', 'T06794', 'T07267', 'T07354', 'T07941', 'T07943', 'T08069', 'T08666']"
K00459,29,"['T00122', 'T00398', 'T00447', 'T00577', 'T00701', 'T00925', 'T02133', 'T02545', 'T03970', 'T04021', 'T04453', 'T04481', 'T04721', 'T05095', 'T05201', 'T05738', 'T05843', 'T06085', 'T06252', 'T06554', 'T06584', 'T06719', 'T06794', 'T07267', 'T07354', 'T07941', 'T08069', 'T08666', 'T08780']"
