characters,fa_length,fa_list
K09767,16,"['T00398', 'T00447', 'T00701', 'T00925', 'T00984', 'T02545', 'T03770', 'T04481', 'T04721', 'T05143', 'T05201', 'T05738', 'T05843', 'T06554', 'T06794', 'T08201']"
K02535,13,"['T00398', 'T00577', 'T00925', 'T03770', 'T04021', 'T04453', 'T04481', 'T04721', 'T05738', 'T06085', 'T06554', 'T08201', 'T08780']"
K03801,21,"['T00122', 'T00398', 'T00447', 'T00701', 'T00925', 'T01485', 'T02133', 'T02545', 'T03770', 'T04481', 'T04721', 'T05201', 'T05738', 'T05843', 'T06085', 'T06523', 'T06554', 'T06794', 'T07267', 'T07354', 'T07941']"
K00705,31,"['T00122', 'T00398', 'T00701', 'T00925', 'T00964', 'T01461', 'T01485', 'T01842', 'T02133', 'T02505', 'T02545', 'T03496', 'T03770', 'T04182', 'T04222', 'T04453', 'T04481', 'T04721', 'T05095', 'T05143', 'T05738', 'T06523', 'T06554', 'T06719', 'T06794', 'T07267', 'T07354', 'T07941', 'T07943', 'T08069', 'T08666']"
K03089,8,"['T00398', 'T00925', 'T03770', 'T04481', 'T04721', 'T05738', 'T06085', 'T06554']"
K11473,9,"['T00398', 'T00577', 'T00925', 'T04021', 'T04481', 'T04721', 'T05738', 'T06085', 'T06554']"
K09780,8,"['T00398', 'T00447', 'T00701', 'T02545', 'T05201', 'T06085', 'T06554', 'T07267']"
K02427,10,"['T00398', 'T00925', 'T01461', 'T03770', 'T04481', 'T04721', 'T05738', 'T06085', 'T06554', 'T08201']"
K02446,11,"['T00447', 'T00701', 'T02545', 'T03770', 'T04453', 'T05201', 'T05843', 'T06584', 'T06794', 'T07267', 'T07354']"
K04764,9,"['T00398', 'T00925', 'T03770', 'T04481', 'T04721', 'T05738', 'T06085', 'T06554', 'T08201']"
K05788,10,"['T00398', 'T00925', 'T03770', 'T04481', 'T04721', 'T05201', 'T05738', 'T06085', 'T06554', 'T08201']"
K06871,11,"['T00964', 'T01461', 'T02545', 'T05095', 'T06085', 'T06523', 'T06584', 'T06719', 'T07943', 'T08069', 'T08666']"
K03666,11,"['T00398', 'T00925', 'T03770', 'T03970', 'T04182', 'T04481', 'T04721', 'T05738', 'T06085', 'T06252', 'T06554']"
